nodes,x,y,time
87,11,2,1998-04-04T14:42:52.550Z
970,20,25,1998-04-18T14:24:08.700Z
701,17,18,1998-04-22T00:57:33.090Z
1009,21,26,1998-04-30T21:42:41.890Z
1008,20,26,1998-05-01T03:53:57.980Z
1007,19,26,1998-05-02T15:21:31.020Z
1008,20,26,1998-05-06T11:23:14.810Z
690,6,18,1998-05-14T19:03:35.960Z
969,19,25,1998-05-21T11:26:35.820Z
1009,21,26,1998-05-25T02:17:55.150Z
1072,8,28,1998-05-26T21:07:38.960Z
346,4,9,1998-05-26T23:30:06.050Z
1009,21,26,1998-05-28T02:37:56.890Z
121,7,3,1998-05-29T03:51:28.170Z
1028,2,27,1998-05-31T21:47:11.160Z
1028,2,27,1998-06-17T12:31:17.200Z
658,12,17,1998-06-22T07:03:13.270Z
1305,13,34,1998-06-23T01:36:31.800Z
1305,13,34,1998-06-24T08:34:48.210Z
307,3,8,1998-07-01T14:57:15.560Z
1027,1,27,1998-07-02T00:22:42.700Z
1112,10,29,1998-07-02T06:54:33.300Z
1075,11,28,1998-07-02T07:57:40.300Z
80,4,2,1998-07-03T16:41:47.580Z
231,3,6,1998-07-06T08:59:50.340Z
269,3,7,1998-07-06T09:31:28.670Z
997,9,26,1998-07-07T02:34:22.900Z
1075,11,28,1998-07-08T03:40:33.800Z
1046,20,27,1998-07-08T11:03:33.750Z
1150,10,30,1998-07-10T01:39:45.100Z
1028,2,27,1998-07-10T10:48:24.300Z
5,5,0,1998-07-12T08:02:10.640Z
1035,9,27,1998-07-16T22:00:56.600Z
1008,20,26,1998-07-18T07:42:03.810Z
270,4,7,1998-07-18T21:39:02.370Z
503,9,13,1998-07-18T23:51:27.050Z
1223,7,32,1998-07-19T23:47:44.200Z
999,11,26,1998-07-20T14:02:11.820Z
423,5,11,1998-07-31T12:32:00.000Z
346,4,9,1998-08-04T17:35:04.730Z
346,4,9,1998-08-04T18:59:20.100Z
347,5,9,1998-08-04T20:04:09.570Z
384,4,10,1998-08-04T22:55:28.160Z
384,4,10,1998-08-06T11:02:28.900Z
345,3,9,1998-08-07T03:06:39.000Z
346,4,9,1998-08-07T05:50:42.080Z
345,3,9,1998-08-09T22:35:24.880Z
1008,20,26,1998-08-12T04:49:47.520Z
1008,20,26,1998-08-20T19:41:23.410Z
808,10,21,1998-08-21T13:00:12.750Z
501,7,13,1998-08-22T00:27:29.200Z
1157,17,30,1998-08-23T12:36:56.800Z
1008,20,26,1998-08-27T10:44:23.110Z
1008,20,26,1998-09-02T07:12:40.970Z
1008,20,26,1998-09-03T03:37:10.820Z
88,12,2,1998-09-07T20:55:19.510Z
1008,20,26,1998-09-09T05:20:31.080Z
305,1,8,1998-09-13T05:12:32.720Z
120,6,3,1998-09-16T11:28:56.110Z
1407,1,37,1998-09-17T22:22:52.010Z
961,11,25,1998-09-19T06:15:30.390Z
239,11,6,1998-09-21T03:02:23.840Z
1008,20,26,1998-09-22T08:21:31.020Z
1009,21,26,1998-09-23T20:55:35.110Z
1008,20,26,1998-09-29T02:38:08.980Z
884,10,23,1998-10-07T04:37:13.380Z
1008,20,26,1998-10-08T04:36:02.300Z
311,7,8,1998-10-16T04:17:19.730Z
1185,7,31,1998-10-19T14:52:57.100Z
691,7,18,1998-10-19T23:05:15.190Z
203,13,5,1998-10-23T01:48:51.600Z
1009,21,26,1998-10-26T07:16:28.650Z
1008,20,26,1998-10-26T21:55:50.460Z
1150,10,30,1998-11-06T14:22:58.600Z
1112,10,29,1998-11-06T16:19:26.700Z
88,12,2,1998-11-15T23:54:46.760Z
1128,26,29,1998-11-17T07:48:25.980Z
1037,11,27,1998-11-19T00:32:27.200Z
1221,5,32,1998-11-21T17:51:21.130Z
849,13,22,1998-11-26T07:36:38.370Z
1009,21,26,1998-12-04T03:39:54.830Z
1008,20,26,1998-12-10T06:17:42.560Z
424,6,11,1998-12-21T18:13:32.810Z
1048,22,27,1998-12-24T09:11:30.370Z
1047,21,27,1998-12-28T11:01:24.250Z
276,10,7,1998-12-30T03:32:37.360Z
1035,9,27,1999-01-04T08:43:44.310Z
1009,21,26,1999-01-11T08:20:50.960Z
1009,21,26,1999-01-11T13:41:49.880Z
1008,20,26,1999-01-14T12:20:13.950Z
812,14,21,1999-01-25T18:19:16.870Z
775,15,20,1999-01-25T22:40:16.460Z
1008,20,26,1999-01-27T14:06:37.740Z
812,14,21,1999-01-30T12:24:25.050Z
1008,20,26,1999-02-04T11:07:41.350Z
731,9,19,1999-02-08T18:10:06.180Z
10,10,0,1999-02-09T11:33:29.300Z
1008,20,26,1999-02-12T10:59:23.470Z
234,6,6,1999-02-18T12:02:58.610Z
1085,21,28,1999-02-21T22:06:18.980Z
1008,20,26,1999-02-21T22:34:50.330Z
775,15,20,1999-02-25T15:38:39.930Z
1009,21,26,1999-02-27T01:12:01.250Z
613,5,16,1999-03-11T16:56:34.670Z
857,21,22,1999-03-12T01:47:51.050Z
1273,19,33,1999-03-18T23:54:12.640Z
1318,26,34,1999-03-30T09:59:07.980Z
1281,27,33,1999-03-31T00:17:44.040Z
732,10,19,1999-04-06T02:09:16.050Z
731,9,19,1999-04-06T03:58:46.000Z
1009,21,26,1999-04-14T07:25:04.020Z
613,5,16,1999-04-18T05:49:40.070Z
970,20,25,1999-04-19T01:21:27.550Z
1008,20,26,1999-04-20T02:22:44.160Z
391,11,10,1999-04-21T11:29:26.660Z
1245,29,32,1999-04-26T08:10:38.420Z
276,10,7,1999-04-26T18:17:26.220Z
1047,21,27,1999-04-30T01:37:23.390Z
1008,20,26,1999-04-30T07:00:41.220Z
811,13,21,1999-05-02T17:48:14.240Z
815,17,21,1999-05-15T10:20:37.840Z
1009,21,26,1999-05-17T06:17:27.420Z
652,6,17,1999-05-17T07:14:20.750Z
276,10,7,1999-05-23T10:26:53.310Z
346,4,9,1999-05-25T02:15:58.570Z
42,4,1,1999-05-25T02:18:11.430Z
779,19,20,1999-06-01T21:42:14.040Z
817,19,21,1999-06-10T03:21:58.360Z
1083,19,28,1999-07-05T01:41:41.980Z
115,1,3,1999-07-07T23:37:58.390Z
1008,20,26,1999-07-17T02:12:57.430Z
972,22,25,1999-07-17T12:21:52.840Z
1008,20,26,1999-07-19T00:31:21.130Z
773,13,20,1999-07-19T16:13:16.090Z
736,14,19,1999-07-22T19:59:52.070Z
1008,20,26,1999-07-23T13:12:37.760Z
584,14,15,1999-07-28T20:05:04.120Z
1084,20,28,1999-07-31T14:47:41.620Z
1243,27,32,1999-08-03T12:20:55.840Z
971,21,25,1999-08-03T14:17:09.910Z
121,7,3,1999-08-03T15:58:57.600Z
463,7,12,1999-08-06T00:53:16.810Z
161,9,4,1999-08-19T02:21:27.330Z
853,17,22,1999-08-25T17:03:52.000Z
970,20,25,1999-08-26T06:42:34.320Z
461,5,12,1999-08-28T02:52:10.280Z
314,10,8,1999-08-28T12:40:06.190Z
971,21,25,1999-08-29T00:56:44.140Z
613,5,16,1999-09-01T02:54:22.270Z
1009,21,26,1999-09-09T11:46:30.310Z
312,8,8,1999-09-17T08:54:23.970Z
963,13,25,1999-09-18T11:19:37.300Z
855,19,22,1999-09-19T02:28:18.000Z
818,20,21,1999-09-20T02:28:15.860Z
811,13,21,1999-09-26T21:15:23.300Z
1224,8,32,1999-10-03T01:56:41.800Z
969,19,25,1999-10-04T06:43:06.960Z
891,17,23,1999-10-09T12:02:52.000Z
120,6,3,1999-10-12T13:09:10.810Z
1046,20,27,1999-10-19T09:11:09.930Z
1446,2,38,1999-10-19T22:43:27.700Z
275,9,7,1999-10-21T06:36:16.000Z
849,13,22,1999-10-21T16:38:58.000Z
1008,20,26,1999-10-26T22:52:13.000Z
736,14,19,1999-10-29T14:05:48.060Z
857,21,22,1999-10-30T18:42:38.270Z
1027,1,27,1999-11-01T04:25:26.900Z
1082,18,28,1999-11-02T15:18:14.770Z
1224,8,32,1999-11-06T09:18:28.770Z
1031,5,27,1999-11-07T09:07:52.900Z
1009,21,26,1999-11-08T05:51:19.970Z
652,6,17,1999-11-13T04:02:40.740Z
1040,14,27,1999-11-13T19:25:46.330Z
276,10,7,1999-11-14T17:14:21.920Z
1280,26,33,1999-11-20T20:29:45.320Z
1009,21,26,1999-11-22T10:41:10.840Z
1009,21,26,1999-11-26T02:21:36.630Z
1356,26,35,1999-12-02T01:33:00.400Z
1167,27,30,1999-12-02T12:25:09.610Z
1260,6,33,1999-12-03T22:12:13.700Z
768,8,20,1999-12-06T02:53:06.360Z
666,20,17,1999-12-11T22:03:24.000Z
1008,20,26,1999-12-12T11:43:55.960Z
233,5,6,1999-12-27T23:22:54.120Z
1272,18,33,1999-12-30T16:59:24.270Z
970,20,25,2000-01-15T20:00:30.860Z
1011,23,26,2000-01-17T12:20:05.250Z
1150,10,30,2000-01-23T01:43:30.900Z
880,6,23,2000-01-23T14:32:07.790Z
1036,10,27,2000-01-28T08:49:30.870Z
1074,10,28,2000-01-28T09:08:47.180Z
423,5,11,2000-01-31T07:55:16.070Z
423,5,11,2000-01-31T10:32:13.270Z
307,3,8,2000-01-31T23:05:22.010Z
583,13,15,2000-02-02T23:40:20.020Z
1009,21,26,2000-02-05T21:52:03.060Z
42,4,1,2000-02-06T07:12:38.450Z
42,4,1,2000-02-08T07:09:14.240Z
1035,9,27,2000-02-10T14:44:24.880Z
1179,1,31,2000-02-14T22:50:42.700Z
809,11,21,2000-02-16T17:32:29.190Z
47,9,1,2000-02-17T03:34:11.520Z
1355,25,35,2000-02-18T16:12:44.270Z
1008,20,26,2000-02-20T12:24:33.930Z
1041,15,27,2000-02-25T05:13:07.160Z
1186,8,31,2000-02-26T18:24:39.220Z
970,20,25,2000-03-12T06:14:25.010Z
884,10,23,2000-03-19T12:23:40.900Z
771,11,20,2000-03-19T18:18:53.630Z
885,11,23,2000-03-20T09:08:35.780Z
884,10,23,2000-03-21T19:02:45.920Z
317,13,8,2000-03-23T16:58:49.320Z
1009,21,26,2000-03-24T18:41:24.540Z
276,10,7,2000-03-25T12:40:17.200Z
1043,17,27,2000-03-28T19:23:45.850Z
205,15,5,2000-03-28T23:28:47.530Z
1242,26,32,2000-03-29T10:31:57.110Z
1009,21,26,2000-04-02T08:25:32.600Z
736,14,19,2000-04-03T09:52:45.440Z
1008,20,26,2000-04-05T08:41:50.310Z
885,11,23,2000-04-05T11:03:46.290Z
1038,12,27,2000-04-08T18:31:32.050Z
158,6,4,2000-04-14T11:59:51.150Z
1008,20,26,2000-04-16T12:35:04.840Z
79,3,2,2000-04-16T18:29:57.380Z
1085,21,28,2000-05-10T03:17:35.620Z
195,5,5,2000-05-13T23:49:52.390Z
349,7,9,2000-05-15T22:58:04.980Z
857,21,22,2000-05-21T01:00:52.990Z
79,3,2,2000-05-22T13:15:08.960Z
1199,21,31,2000-05-23T15:47:46.160Z
579,9,15,2000-05-23T16:36:46.070Z
575,5,15,2000-05-24T10:36:02.090Z
885,11,23,2000-05-30T13:29:17.920Z
1008,20,26,2000-06-04T23:25:25.130Z
614,6,16,2000-06-09T15:09:10.100Z
387,7,10,2000-06-14T04:17:48.940Z
315,11,8,2000-06-26T19:43:18.730Z
543,11,14,2000-06-27T07:10:29.550Z
971,21,25,2000-06-29T23:22:00.420Z
1162,22,30,2000-06-30T02:09:36.700Z
999,11,26,2000-07-06T10:09:43.810Z
858,22,22,2000-07-11T06:57:11.740Z
922,10,24,2000-07-12T22:12:19.810Z
1009,21,26,2000-07-25T16:10:48.480Z
1031,5,27,2000-07-27T00:59:42.600Z
893,19,23,2000-07-30T23:29:16.550Z
1032,6,27,2000-07-31T01:29:45.240Z
654,8,17,2000-08-07T19:49:27.490Z
614,6,16,2000-08-11T02:52:42.250Z
616,8,16,2000-08-12T02:52:47.800Z
1009,21,26,2000-08-12T20:18:18.150Z
232,4,6,2000-08-14T04:05:02.070Z
1008,20,26,2000-08-16T15:52:26.910Z
1008,20,26,2000-08-24T00:00:34.000Z
1008,20,26,2000-08-25T01:17:41.200Z
814,16,21,2000-08-28T16:48:17.350Z
575,5,15,2000-09-04T05:33:44.660Z
41,3,1,2000-09-08T10:26:22.780Z
124,10,3,2000-09-10T04:37:29.820Z
1008,20,26,2000-09-12T10:54:12.630Z
348,6,9,2000-09-14T12:46:16.630Z
893,19,23,2000-09-16T13:54:26.780Z
1004,16,26,2000-09-17T10:53:48.850Z
275,9,7,2000-09-18T13:07:32.860Z
232,4,6,2000-09-20T08:37:16.300Z
1008,20,26,2000-09-20T20:12:14.000Z
1008,20,26,2000-09-25T01:23:47.570Z
1151,11,30,2000-09-26T10:21:40.810Z
921,9,24,2000-09-27T04:53:37.210Z
884,10,23,2000-09-28T04:53:42.120Z
383,3,10,2000-09-28T05:51:23.960Z
771,11,20,2000-09-28T10:19:20.110Z
384,4,10,2000-09-28T23:23:43.350Z
970,20,25,2000-09-28T23:46:29.790Z
164,12,4,2000-09-29T05:27:46.610Z
383,3,10,2000-09-29T23:38:30.440Z
383,3,10,2000-10-01T07:12:29.900Z
1008,20,26,2000-10-03T08:48:12.750Z
1446,2,38,2000-10-04T05:39:24.900Z
160,8,4,2000-10-07T00:00:05.440Z
383,3,10,2000-10-08T11:20:58.940Z
427,9,11,2000-10-08T20:12:32.350Z
1008,20,26,2000-10-10T15:07:24.070Z
384,4,10,2000-10-12T11:00:58.430Z
1385,17,36,2000-10-13T06:47:46.140Z
383,3,10,2000-10-17T19:27:55.440Z
1008,20,26,2000-10-29T01:37:41.020Z
1260,6,33,2000-10-31T11:33:11.510Z
1195,17,31,2000-11-02T04:19:10.790Z
739,17,19,2000-11-02T19:35:00.320Z
125,11,3,2000-11-05T17:49:19.500Z
998,10,26,2000-11-08T06:59:58.860Z
998,10,26,2000-11-08T19:39:39.000Z
998,10,26,2000-11-09T19:16:25.240Z
504,10,13,2000-11-14T20:54:21.000Z
930,18,24,2000-11-19T00:20:57.440Z
738,16,19,2000-11-19T13:30:50.290Z
241,13,6,2000-11-19T15:05:18.610Z
1009,21,26,2000-11-19T23:24:18.120Z
929,17,24,2000-11-20T00:20:58.520Z
276,10,7,2000-11-24T11:29:32.130Z
1008,20,26,2000-11-24T19:51:11.290Z
997,9,26,2000-11-26T04:50:44.330Z
614,6,16,2000-11-30T12:08:46.050Z
736,14,19,2000-12-04T02:11:24.390Z
1009,21,26,2000-12-06T11:50:32.760Z
1008,20,26,2000-12-15T14:00:16.000Z
997,9,26,2000-12-16T09:12:20.420Z
1008,20,26,2000-12-17T06:13:24.010Z
968,18,25,2000-12-21T20:07:24.920Z
768,8,20,2000-12-21T22:50:07.960Z
48,10,1,2000-12-24T17:07:58.800Z
1008,20,26,2000-12-24T18:27:08.350Z
614,6,16,2000-12-24T19:09:52.600Z
42,4,1,2000-12-25T04:07:57.920Z
1080,16,28,2000-12-29T15:43:46.930Z
700,16,18,2000-12-31T02:10:43.270Z
973,23,25,2001-01-03T17:21:08.770Z
1009,21,26,2001-01-05T17:03:00.330Z
1046,20,27,2001-01-07T03:40:16.000Z
1282,28,33,2001-01-11T09:20:56.890Z
119,5,3,2001-01-14T02:58:49.970Z
1008,20,26,2001-01-27T06:55:19.790Z
50,12,1,2001-01-27T23:57:01.800Z
736,14,19,2001-01-31T17:14:58.570Z
1009,21,26,2001-02-05T03:16:06.440Z
269,3,7,2001-02-06T12:34:45.550Z
960,10,25,2001-02-07T11:02:08.020Z
499,5,13,2001-02-21T11:54:50.510Z
499,5,13,2001-02-21T12:23:09.630Z
1008,20,26,2001-02-22T15:00:14.690Z
271,5,7,2001-02-23T15:36:22.290Z
269,3,7,2001-02-28T00:45:39.470Z
1224,8,32,2001-03-01T01:36:55.190Z
884,10,23,2001-03-04T18:07:59.830Z
971,21,25,2001-03-11T22:53:32.080Z
131,17,3,2001-03-21T03:02:11.570Z
1080,16,28,2001-03-21T03:58:17.990Z
1009,21,26,2001-03-21T06:12:50.960Z
199,9,5,2001-03-21T11:05:02.270Z
1000,12,26,2001-03-28T09:13:22.810Z
691,7,18,2001-03-30T23:33:35.310Z
692,8,18,2001-03-30T23:48:54.830Z
1008,20,26,2001-04-03T19:42:54.380Z
196,6,5,2001-04-04T08:56:41.010Z
313,9,8,2001-04-04T19:31:54.220Z
1275,21,33,2001-04-05T09:37:21.830Z
91,15,2,2001-04-05T23:39:12.990Z
730,8,19,2001-04-07T18:41:00.590Z
692,8,18,2001-04-09T10:32:00.700Z
194,4,5,2001-04-09T22:28:19.390Z
314,10,8,2001-04-10T06:34:22.820Z
654,8,17,2001-04-10T20:32:14.380Z
1008,20,26,2001-04-15T02:13:23.130Z
163,11,4,2001-04-15T16:42:44.840Z
79,3,2,2001-04-17T06:57:45.900Z
1080,16,28,2001-04-18T15:17:10.580Z
1227,11,32,2001-04-20T03:15:41.250Z
1227,11,32,2001-04-20T03:32:00.300Z
41,3,1,2001-04-20T19:28:55.990Z
735,13,19,2001-04-21T23:28:45.260Z
1034,8,27,2001-04-22T03:34:37.100Z
1008,20,26,2001-05-03T16:13:51.130Z
1227,11,32,2001-05-07T21:10:08.690Z
1008,20,26,2001-05-18T15:04:15.100Z
999,11,26,2001-05-19T02:10:12.340Z
41,3,1,2001-05-22T01:45:41.350Z
275,9,7,2001-05-26T20:51:08.710Z
1009,21,26,2001-05-27T11:31:31.050Z
1141,1,30,2001-05-27T16:57:39.300Z
308,4,8,2001-05-28T10:00:15.250Z
1158,18,30,2001-05-28T23:32:11.180Z
1038,12,27,2001-05-31T15:29:23.710Z
236,8,6,2001-06-02T03:13:07.070Z
1245,29,32,2001-06-05T14:38:59.470Z
1008,20,26,2001-06-05T16:42:39.340Z
1244,28,32,2001-06-10T08:45:01.490Z
276,10,7,2001-06-16T15:23:41.020Z
1008,20,26,2001-06-23T05:34:26.650Z
2,2,0,2001-06-24T00:23:55.750Z
79,3,2,2001-06-24T00:28:33.990Z
79,3,2,2001-06-24T00:49:33.430Z
971,21,25,2001-06-26T12:37:51.620Z
651,5,17,2001-06-27T08:54:45.930Z
1008,20,26,2001-06-27T16:56:02.930Z
1394,26,36,2001-06-28T15:48:34.080Z
79,3,2,2001-06-29T03:11:28.320Z
842,6,22,2001-06-30T11:03:30.240Z
1009,21,26,2001-07-01T19:48:03.640Z
1002,14,26,2001-07-05T09:46:43.100Z
1031,5,27,2001-07-14T14:38:24.730Z
1031,5,27,2001-07-14T16:40:02.690Z
653,7,17,2001-07-17T13:08:31.150Z
652,6,17,2001-07-19T05:15:22.980Z
999,11,26,2001-07-19T10:55:11.310Z
237,9,6,2001-07-29T13:34:02.730Z
961,11,25,2001-08-16T02:12:36.780Z
162,10,4,2001-08-18T05:35:39.690Z
998,10,26,2001-08-25T03:01:47.860Z
1008,20,26,2001-08-28T00:59:36.240Z
276,10,7,2001-08-29T11:36:32.100Z
970,20,25,2001-09-08T21:26:46.230Z
1118,16,29,2001-09-08T22:45:09.860Z
1009,21,26,2001-09-12T23:50:31.930Z
970,20,25,2001-09-21T16:56:16.860Z
736,14,19,2001-09-22T03:23:38.220Z
234,6,6,2001-09-23T04:06:34.990Z
427,9,11,2001-09-30T11:02:43.390Z
1009,21,26,2001-10-02T21:58:49.800Z
1047,21,27,2001-10-17T04:49:54.900Z
276,10,7,2001-10-19T18:26:01.350Z
613,5,16,2001-10-21T13:29:15.960Z
767,7,20,2001-11-05T00:50:40.790Z
970,20,25,2001-11-08T15:46:14.870Z
41,3,1,2001-11-15T07:22:46.720Z
124,10,3,2001-11-17T16:30:55.290Z
1009,21,26,2001-11-19T21:01:23.100Z
810,12,21,2001-11-30T14:34:15.650Z
1009,21,26,2001-12-16T09:06:12.170Z
1127,25,29,2001-12-21T20:51:52.470Z
970,20,25,2001-12-25T09:01:24.710Z
1047,21,27,2001-12-28T02:55:00.330Z
1119,17,29,2002-01-03T01:19:12.620Z
992,4,26,2002-01-06T05:12:21.300Z
693,9,18,2002-01-06T09:53:25.840Z
3,3,0,2002-01-12T02:21:31.730Z
313,9,8,2002-01-14T06:21:23.050Z
970,20,25,2002-01-27T21:22:07.010Z
1009,21,26,2002-01-29T11:24:43.410Z
79,3,2,2002-02-03T18:00:57.440Z
973,23,25,2002-02-03T21:23:27.350Z
970,20,25,2002-02-16T18:31:43.320Z
971,21,25,2002-02-16T20:58:34.900Z
1047,21,27,2002-02-18T22:11:41.460Z
1008,20,26,2002-02-24T21:17:24.720Z
1008,20,26,2002-03-10T00:28:33.210Z
1010,22,26,2002-03-15T07:04:49.420Z
201,11,5,2002-03-16T04:22:26.430Z
1185,7,31,2002-03-16T21:52:30.330Z
652,6,17,2002-03-17T12:09:30.620Z
42,4,1,2002-03-17T15:50:17.040Z
158,6,4,2002-03-17T20:22:09.630Z
1011,23,26,2002-03-20T00:15:23.800Z
1009,21,26,2002-03-24T00:28:43.990Z
315,11,8,2002-03-29T07:08:55.110Z
1166,26,30,2002-03-30T13:15:54.030Z
307,3,8,2002-03-31T12:53:20.150Z
157,5,4,2002-04-06T14:41:25.790Z
775,15,20,2002-04-06T22:03:38.710Z
1008,20,26,2002-04-08T05:47:08.940Z
1281,27,33,2002-04-12T01:43:51.020Z
888,14,23,2002-04-14T09:10:29.570Z
1008,20,26,2002-04-14T13:05:36.470Z
307,3,8,2002-04-16T06:33:30.130Z
1034,8,27,2002-04-20T11:38:16.910Z
969,19,25,2002-04-26T01:36:25.590Z
500,6,13,2002-04-27T03:41:35.400Z
500,6,13,2002-04-27T03:45:27.490Z
1032,6,27,2002-04-29T02:43:14.800Z
313,9,8,2002-05-05T11:35:06.330Z
970,20,25,2002-05-12T06:23:52.450Z
989,1,26,2002-05-14T00:26:23.270Z
1263,9,33,2002-05-29T09:55:15.960Z
1150,10,30,2002-06-07T00:05:48.160Z
1009,21,26,2002-06-07T04:13:04.740Z
1009,21,26,2002-06-08T14:58:53.630Z
276,10,7,2002-06-11T08:04:07.710Z
277,11,7,2002-06-13T16:18:05.200Z
307,3,8,2002-06-15T10:26:19.490Z
1283,29,33,2002-06-21T11:20:58.200Z
1115,13,29,2002-06-30T21:17:56.830Z
847,11,22,2002-07-02T16:24:29.140Z
1008,20,26,2002-07-12T18:07:59.780Z
1037,11,27,2002-07-22T11:06:59.620Z
816,18,21,2002-07-24T19:38:06.790Z
270,4,7,2002-07-27T05:03:38.830Z
1008,20,26,2002-07-31T03:36:22.050Z
922,10,24,2002-07-31T07:21:27.390Z
846,10,22,2002-08-08T13:39:58.260Z
315,11,8,2002-08-23T03:40:24.120Z
1009,21,26,2002-08-29T10:02:33.470Z
922,10,24,2002-09-04T06:26:07.920Z
235,7,6,2002-09-05T09:19:42.650Z
1008,20,26,2002-09-08T06:44:33.180Z
884,10,23,2002-09-11T16:58:29.180Z
885,11,23,2002-09-11T16:58:49.800Z
923,11,24,2002-09-11T18:36:42.730Z
3,3,0,2002-09-13T10:23:02.640Z
970,20,25,2002-09-17T11:09:01.900Z
1001,13,26,2002-09-19T17:59:22.500Z
1008,20,26,2002-09-22T17:55:30.140Z
737,15,19,2002-09-28T17:40:16.770Z
3,3,0,2002-09-29T02:52:35.230Z
1029,3,27,2002-09-30T01:11:32.300Z
973,23,25,2002-10-06T04:19:38.230Z
1223,7,32,2002-10-11T14:05:51.500Z
1163,23,30,2002-10-18T02:34:44.390Z
1009,21,26,2002-10-19T03:31:27.190Z
1009,21,26,2002-10-23T00:28:48.720Z
884,10,23,2002-11-01T16:28:04.870Z
80,4,2,2002-11-09T21:51:35.310Z
195,5,5,2002-11-11T23:53:11.240Z
9,9,0,2002-11-13T03:19:02.300Z
1032,6,27,2002-11-19T08:56:29.930Z
1103,1,29,2002-11-19T20:14:25.990Z
276,10,7,2002-11-20T01:14:55.190Z
1445,1,38,2002-11-21T19:53:58.780Z
701,17,18,2002-11-23T23:56:43.020Z
1009,21,26,2002-11-25T00:55:23.760Z
1009,21,26,2002-11-25T09:15:16.670Z
48,10,1,2002-12-03T18:48:27.940Z
1113,11,29,2002-12-08T03:03:31.370Z
1008,20,26,2002-12-11T00:30:44.520Z
1009,21,26,2002-12-12T17:20:08.840Z
1009,21,26,2002-12-15T07:23:54.970Z
729,7,19,2002-12-21T00:46:07.580Z
769,9,20,2002-12-23T11:31:32.480Z
500,6,13,2002-12-24T10:08:30.280Z
1009,21,26,2003-01-05T15:20:08.840Z
1039,13,27,2003-01-07T15:23:07.270Z
932,20,24,2003-01-08T01:08:09.610Z
923,11,24,2003-01-08T14:29:10.310Z
923,11,24,2003-01-08T14:35:58.450Z
924,12,24,2003-01-08T15:42:07.710Z
811,13,21,2003-01-14T05:52:11.670Z
88,12,2,2003-01-18T11:02:21.060Z
739,17,19,2003-01-22T15:55:33.930Z
1367,37,35,2003-01-25T03:12:18.400Z
163,11,4,2003-01-31T16:54:33.490Z
1009,21,26,2003-02-01T03:29:55.240Z
1027,1,27,2003-02-01T13:47:46.820Z
125,11,3,2003-02-07T21:46:43.700Z
1008,20,26,2003-02-08T02:04:52.230Z
1009,21,26,2003-02-08T17:43:19.030Z
1204,26,31,2003-02-18T17:43:38.020Z
767,7,20,2003-02-23T12:26:27.700Z
971,21,25,2003-02-26T07:52:45.180Z
1009,21,26,2003-02-27T14:00:09.140Z
990,2,26,2003-03-01T10:38:39.190Z
1445,1,38,2003-03-06T08:19:22.000Z
1009,21,26,2003-03-09T02:33:10.130Z
1008,20,26,2003-03-16T15:50:50.040Z
164,12,4,2003-03-27T12:58:28.820Z
812,14,21,2003-03-30T01:47:20.880Z
1009,21,26,2003-04-22T13:28:55.370Z
1009,21,26,2003-04-24T01:57:17.630Z
1008,20,26,2003-05-05T00:57:09.070Z
1182,4,31,2003-05-11T10:49:14.730Z
1275,21,33,2003-05-20T05:36:39.630Z
1009,21,26,2003-05-21T23:01:16.080Z
988,38,25,2003-05-24T00:07:41.020Z
389,9,10,2003-05-24T03:56:50.220Z
653,7,17,2003-05-25T06:45:20.600Z
241,13,6,2003-05-29T03:12:42.820Z
1035,9,27,2003-05-29T07:05:15.870Z
1225,9,32,2003-06-03T06:42:04.480Z
197,7,5,2003-06-03T12:18:35.510Z
993,5,26,2003-06-05T20:51:14.900Z
1128,26,29,2003-06-17T00:57:48.290Z
1009,21,26,2003-06-18T13:52:29.400Z
276,10,7,2003-06-23T23:00:46.240Z
845,9,22,2003-06-26T02:08:17.710Z
1009,21,26,2003-06-26T06:03:24.520Z
1009,21,26,2003-06-30T13:47:58.550Z
772,12,20,2003-07-14T00:59:57.290Z
1000,12,26,2003-07-17T11:30:33.200Z
1034,8,27,2003-07-28T00:15:50.850Z
163,11,4,2003-07-28T09:32:08.350Z
79,3,2,2003-08-03T12:36:25.060Z
1008,20,26,2003-08-09T23:08:11.590Z
662,16,17,2003-08-12T05:37:06.630Z
1183,5,31,2003-08-13T08:29:27.280Z
1002,14,26,2003-08-13T16:33:23.470Z
308,4,8,2003-08-15T10:26:52.860Z
425,7,11,2003-08-16T05:00:02.470Z
1008,20,26,2003-08-16T06:23:17.610Z
1047,21,27,2003-08-18T13:29:38.380Z
314,10,8,2003-08-20T10:06:04.780Z
694,10,18,2003-08-22T05:29:13.070Z
1009,21,26,2003-08-25T19:24:28.490Z
5,5,0,2003-08-30T13:07:41.030Z
1008,20,26,2003-08-31T09:41:08.450Z
1009,21,26,2003-08-31T10:43:55.540Z
122,8,3,2003-09-01T23:20:44.100Z
1142,2,30,2003-09-05T05:22:58.490Z
42,4,1,2003-09-06T12:12:17.790Z
200,10,5,2003-09-07T02:11:33.380Z
970,20,25,2003-09-13T08:56:21.170Z
313,9,8,2003-09-13T18:33:13.270Z
196,6,5,2003-09-20T05:19:16.850Z
968,18,25,2003-09-27T02:48:20.140Z
276,10,7,2003-09-27T07:48:58.840Z
161,9,4,2003-10-05T12:29:30.680Z
845,9,22,2003-10-15T17:10:47.970Z
1220,4,32,2003-10-28T15:58:05.390Z
1009,21,26,2003-10-29T12:44:33.360Z
